canal;campanha;grupo de anúncio;data;impressões;cliques;leads;valor gasto
facebook;atr_leads | avalie o seu usado [CBO] 2;LAL 1% COMPRADORES — AJUSTADO;2024-07-18;4189.0;12.0;0.0;49.37
facebook;atr_leads | promo - creta [CBO] 2;RMKT;2024-07-18;4086.0;13.0;3.0;73.33
facebook;atr_leads | promo - hb20 (CBO) 2;LAL Compradores 1%;2024-07-18;2875.0;20.0;4.0;74.7
facebook;atr_leads | Genérica [CBO];LAL 1% COMPRADORES;2024-07-17;2779.0;15.0;3.0;50.04
facebook;atr_leads | Promo HR [CBO];VUC;2024-07-17;3234.0;12.0;1.0;50.74
facebook;atr_leads | avalie o seu usado [CBO] 2;LAL 1% COMPRADORES — AJUSTADO;2024-07-17;5464.0;24.0;4.0;50.54
facebook;atr_leads | promo - creta [CBO] 2;Int. Auto + Pais +30 AB;2024-07-17;571.0;3.0;1.0;14.3
facebook;atr_leads | promo - creta [CBO] 2;RMKT;2024-07-17;2564.0;16.0;3.0;59.41
facebook;atr_leads | promo - hb20 (CBO) 2;LAL Compradores 1%;2024-07-17;3164.0;32.0;5.0;74.14
facebook;atr_leads | Genérica [CBO];LAL 1% COMPRADORES;2024-07-16;2649.0;20.0;1.0;50.69
facebook;atr_leads | Promo HR [CBO];VUC;2024-07-16;3645.0;12.0;1.0;50.39
facebook;atr_leads | avalie o seu usado [CBO] 2;LAL 1% COMPRADORES — AJUSTADO;2024-07-16;3397.0;21.0;2.0;50.78
facebook;atr_leads | promo - creta [CBO] 2;Int. Auto + Pais +30 AB;2024-07-16;1366.0;12.0;3.0;37.02
facebook;atr_leads | promo - creta [CBO] 2;RMKT;2024-07-16;2052.0;18.0;1.0;39.49
facebook;atr_leads | promo - hb20 (CBO) 2;LAL Compradores 1%;2024-07-16;3535.0;20.0;2.0;75.48
facebook;atr_leads | Genérica [CBO];LAL 1% COMPRADORES;2024-07-15;2813.0;19.0;3.0;52.49
facebook;atr_leads | Promo HR [CBO];VUC;2024-07-15;2433.0;7.0;1.0;51.94
facebook;atr_leads | avalie o seu usado [CBO] 2;LAL 1% COMPRADORES — AJUSTADO;2024-07-15;2939.0;24.0;5.0;52.17
facebook;atr_leads | promo - creta [CBO] 2;Int. Auto + Pais +30 AB;2024-07-15;825.0;9.0;1.0;15.89
facebook;atr_leads | promo - creta [CBO] 2;RMKT;2024-07-15;2787.0;19.0;4.0;62.95
facebook;atr_leads | promo - hb20 (CBO) 2;LAL Compradores 1%;2024-07-15;4967.0;20.0;3.0;78.96
facebook;atr_leads | Genérica [CBO];LAL 1% COMPRADORES;2024-07-14;2458.0;24.0;5.0;54.86
facebook;atr_leads | Promo HR [CBO];VUC;2024-07-14;1784.0;6.0;1.0;54.48
facebook;atr_leads | avalie o seu usado [CBO] 2;LAL 1% COMPRADORES — AJUSTADO;2024-07-14;3243.0;24.0;4.0;53.88
facebook;atr_leads | promo - creta [CBO] 2;Int. Auto + Pais +30 AB;2024-07-14;2001.0;4.0;0.0;40.6
facebook;atr_leads | promo - creta [CBO] 2;RMKT;2024-07-14;1993.0;16.0;4.0;40.6
facebook;atr_leads | promo - hb20 (CBO) 2;LAL Compradores 1%;2024-07-14;4580.0;20.0;2.0;81.64
facebook;atr_leads | Genérica [CBO];LAL 1% COMPRADORES;2024-07-13;1875.0;24.0;10.0;45.95
facebook;atr_leads | Promo HR [CBO];VUC;2024-07-13;2606.0;6.0;2.0;55.97
facebook;atr_leads | avalie o seu usado [CBO] 2;LAL 1% COMPRADORES — AJUSTADO;2024-07-13;2485.0;17.0;3.0;46.65
facebook;atr_leads | promo - creta [CBO] 2;Int. Auto + Pais +30 AB;2024-07-13;994.0;8.0;3.0;19.97
facebook;atr_leads | promo - creta [CBO] 2;RMKT;2024-07-13;2218.0;9.0;1.0;48.33
facebook;atr_leads | promo - hb20 (CBO) 2;LAL Compradores 1%;2024-07-13;3774.0;18.0;2.0;68.78
facebook;atr_leads | Genérica [CBO];LAL 1% COMPRADORES;2024-07-12;1899.0;16.0;6.0;48.42
facebook;atr_leads | Promo HR [CBO];VUC;2024-07-12;2960.0;5.0;0.0;54.41
facebook;atr_leads | avalie o seu usado [CBO] 2;LAL 1% COMPRADORES — AJUSTADO;2024-07-12;2650.0;27.0;6.0;47.72
facebook;atr_leads | promo - creta [CBO] 2;Int. Auto + Pais +30 AB;2024-07-12;707.0;4.0;0.0;15.04
facebook;atr_leads | promo - creta [CBO] 2;RMKT;2024-07-12;2873.0;10.0;3.0;53.78
facebook;atr_leads | promo - hb20 (CBO) 2;LAL Compradores 1%;2024-07-12;4492.0;25.0;4.0;71.28
facebook;atr_leads | Genérica [CBO];LAL 1% COMPRADORES;2024-07-11;2120.0;11.0;4.0;50.11
facebook;atr_leads | Promo HR [CBO];VUC;2024-07-11;1390.0;7.0;3.0;35.64
facebook;atr_leads | avalie o seu usado [CBO] 2;LAL 1% COMPRADORES — AJUSTADO;2024-07-11;2562.0;21.0;5.0;51.21
facebook;atr_leads | promo - creta [CBO] 2;Int. Auto + Pais +30 AB;2024-07-11;1872.0;9.0;2.0;40.77
facebook;atr_leads | promo - creta [CBO] 2;LAL  Volvo + Interesses Hyundai;2024-07-11;79.0;0.0;0.0;1.67
facebook;atr_leads | promo - creta [CBO] 2;RMKT;2024-07-11;1328.0;9.0;2.0;29.65
facebook;atr_leads | promo - hb20 (CBO) 2;LAL Compradores 1%;2024-07-11;4652.0;18.0;4.0;66.73
facebook;atr_leads | promo - hb20 (CBO) 2;RMKT;2024-07-11;260.0;0.0;0.0;5.15
facebook;atr_leads | Genérica [CBO];LAL 1% COMPRADORES;2024-07-10;1802.0;20.0;6.0;50.33
facebook;atr_leads | Promo HR [CBO];Empresários;2024-07-10;109.0;0.0;0.0;4.86
facebook;atr_leads | Promo HR [CBO];VUC;2024-07-10;2684.0;13.0;5.0;50.38
facebook;atr_leads | avalie o seu usado [CBO] 2;LAL 1% COMPRADORES — AJUSTADO;2024-07-10;2298.0;21.0;9.0;51.02
facebook;atr_leads | promo - creta [CBO] 2;Int. Auto + Pais +30 AB;2024-07-10;1435.0;11.0;1.0;39.49
